Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
R1Cat2Quest3_09cb67be_14		Чернобыль	game/syp.rpy	1761	"[what]"
R1Cat2Quest4_4227b78b	leader	Вопрос за 400	game/syp.rpy	1776	leader "[what]"
R1Cat2Quest4_4df31cb2		Данную постройку ввели в работу в 1904 году в Америке	game/syp.rpy	1777	"[what]"
R1Cat2Quest4_ece83569		неверно	game/syp.rpy	1781	"[what]"
R1Cat2Quest4_010b6ea2		Панамский канал	game/syp.rpy	1782	"[what]"
R1Cat2Quest4_ece83569_1		неверно	game/syp.rpy	1790	"[what]"
R1Cat2Quest4_010b6ea2_1		Панамский канал	game/syp.rpy	1791	"[what]"
R1Cat2Quest4_15c8a56f		верно	game/syp.rpy	1799	"[what]"
R1Cat2Quest4_ece83569_2		неверно	game/syp.rpy	1807	"[what]"
R1Cat2Quest4_010b6ea2_2		Панамский канал	game/syp.rpy	1808	"[what]"
R1Cat2Quest4_09b2687d		Проект Манхеттен	game/syp.rpy	1818	"[what]"
R1Cat2Quest4_ece83569_3		неверно	game/syp.rpy	1819	"[what]"
R1Cat2Quest4_010b6ea2_3		Панамский канал	game/syp.rpy	1820	"[what]"
R1Cat2Quest4_a375c696		Завод Жигулёвского	game/syp.rpy	1827	"[what]"
R1Cat2Quest4_ece83569_4		неверно	game/syp.rpy	1828	"[what]"
R1Cat2Quest4_010b6ea2_4		Панамский канал	game/syp.rpy	1829	"[what]"
R1Cat2Quest4_010b6ea2_5		Панамский канал	game/syp.rpy	1836	"[what]"
R1Cat2Quest4_15c8a56f_1		верно	game/syp.rpy	1837	"[what]"
R1Cat2Quest4_85f8a172		АЭС	game/syp.rpy	1844	"[what]"
R1Cat2Quest4_ece83569_5		неверно	game/syp.rpy	1845	"[what]"
R1Cat2Quest4_010b6ea2_6		Панамский канал	game/syp.rpy	1846	"[what]"
R1Cat2Quest4_09b2687d_1		Проект Манхеттен	game/syp.rpy	1856	"[what]"
R1Cat2Quest4_ece83569_6		неверно	game/syp.rpy	1857	"[what]"
R1Cat2Quest4_010b6ea2_7		Панамский канал	game/syp.rpy	1858	"[what]"
R1Cat2Quest4_a375c696_1		Завод Жигулёвского	game/syp.rpy	1865	"[what]"
R1Cat2Quest4_ece83569_7		неверно	game/syp.rpy	1866	"[what]"
R1Cat2Quest4_010b6ea2_8		Панамский канал	game/syp.rpy	1867	"[what]"
R1Cat2Quest4_010b6ea2_9		Панамский канал	game/syp.rpy	1874	"[what]"
R1Cat2Quest4_15c8a56f_2		верно	game/syp.rpy	1875	"[what]"
R1Cat2Quest4_85f8a172_1		АЭС	game/syp.rpy	1882	"[what]"
R1Cat2Quest4_ece83569_8		неверно	game/syp.rpy	1883	"[what]"
R1Cat2Quest4_010b6ea2_10		Панамский канал	game/syp.rpy	1884	"[what]"
R1Cat2Quest4_09b2687d_2		Проект Манхеттен	game/syp.rpy	1894	"[what]"
R1Cat2Quest4_ece83569_9		неверно	game/syp.rpy	1895	"[what]"
R1Cat2Quest4_010b6ea2_11		Панамский канал	game/syp.rpy	1896	"[what]"
R1Cat2Quest4_a375c696_2		Завод Жигулёвского	game/syp.rpy	1903	"[what]"
R1Cat2Quest4_ece83569_10		неверно	game/syp.rpy	1904	"[what]"
R1Cat2Quest4_010b6ea2_12		Панамский канал	game/syp.rpy	1905	"[what]"
R1Cat2Quest4_010b6ea2_13		Панамский канал	game/syp.rpy	1912	"[what]"
R1Cat2Quest4_15c8a56f_3		верно	game/syp.rpy	1913	"[what]"
R1Cat2Quest4_85f8a172_2		АЭС	game/syp.rpy	1920	"[what]"
R1Cat2Quest4_ece83569_11		неверно	game/syp.rpy	1921	"[what]"
R1Cat2Quest4_010b6ea2_14		Панамский канал	game/syp.rpy	1922	"[what]"
R1Cat2Quest5_f8b612b3	leader	Вопрос за 500	game/syp.rpy	1937	leader "[what]"
R1Cat2Quest5_82eb5692		Именно он изобрел радио в 1895 году 	game/syp.rpy	1938	"[what]"
R1Cat2Quest5_15c8a56f		верно	game/syp.rpy	1942	"[what]"
R1Cat2Quest5_ece83569		неверно	game/syp.rpy	1950	"[what]"
R1Cat2Quest5_973177eb		ответ	game/syp.rpy	1951	"[what]"
R1Cat2Quest5_ece83569_1		неверно	game/syp.rpy	1959	"[what]"
R1Cat2Quest5_973177eb_1		ответ	game/syp.rpy	1960	"[what]"
R1Cat2Quest5_ece83569_2		неверно	game/syp.rpy	1968	"[what]"
R1Cat2Quest5_973177eb_2		ответ	game/syp.rpy	1969	"[what]"
R1Cat2Quest5_d89eb0cb		Попов	game/syp.rpy	1979	"[what]"
R1Cat2Quest5_15c8a56f_1		верно	game/syp.rpy	1980	"[what]"
R1Cat2Quest5_652ac4c4		Ромка	game/syp.rpy	1987	"[what]"
R1Cat2Quest5_ece83569_3		неверно	game/syp.rpy	1988	"[what]"
R1Cat2Quest5_973177eb_3		ответ	game/syp.rpy	1989	"[what]"
R1Cat2Quest5_49440de2		Николла Тесла	game/syp.rpy	1996	"[what]"
R1Cat2Quest5_ece83569_4		неверно	game/syp.rpy	1997	"[what]"
R1Cat2Quest5_973177eb_4		ответ	game/syp.rpy	1998	"[what]"
R1Cat2Quest5_8f996f9e		Эйнштейн	game/syp.rpy	2005	"[what]"
R1Cat2Quest5_ece83569_5		неверно	game/syp.rpy	2006	"[what]"
R1Cat2Quest5_973177eb_5		ответ	game/syp.rpy	2007	"[what]"
R1Cat2Quest5_d89eb0cb_1		Попов	game/syp.rpy	2017	"[what]"
R1Cat2Quest5_15c8a56f_2		верно	game/syp.rpy	2018	"[what]"
R1Cat2Quest5_652ac4c4_1		Ромка	game/syp.rpy	2025	"[what]"
R1Cat2Quest5_ece83569_6		неверно	game/syp.rpy	2026	"[what]"
R1Cat2Quest5_973177eb_6		ответ	game/syp.rpy	2027	"[what]"
R1Cat2Quest5_49440de2_1		Николла Тесла	game/syp.rpy	2034	"[what]"
R1Cat2Quest5_ece83569_7		неверно	game/syp.rpy	2035	"[what]"
R1Cat2Quest5_973177eb_7		ответ	game/syp.rpy	2036	"[what]"
R1Cat2Quest5_8f996f9e_1		Эйнштейн	game/syp.rpy	2043	"[what]"
R1Cat2Quest5_ece83569_8		неверно	game/syp.rpy	2044	"[what]"
R1Cat2Quest5_973177eb_8		ответ	game/syp.rpy	2045	"[what]"
R1Cat2Quest5_d89eb0cb_2		Попов	game/syp.rpy	2055	"[what]"
R1Cat2Quest5_15c8a56f_3		верно	game/syp.rpy	2056	"[what]"
R1Cat2Quest5_652ac4c4_2		Ромка	game/syp.rpy	2063	"[what]"
R1Cat2Quest5_ece83569_9		неверно	game/syp.rpy	2064	"[what]"
R1Cat2Quest5_973177eb_9		ответ	game/syp.rpy	2065	"[what]"
R1Cat2Quest5_49440de2_2		Николла Тесла	game/syp.rpy	2072	"[what]"
R1Cat2Quest5_ece83569_10		неверно	game/syp.rpy	2073	"[what]"
R1Cat2Quest5_973177eb_10		ответ	game/syp.rpy	2074	"[what]"
R1Cat2Quest5_8f996f9e_2		Эйнштейн	game/syp.rpy	2081	"[what]"
R1Cat2Quest5_ece83569_11		неверно	game/syp.rpy	2082	"[what]"
R1Cat2Quest5_973177eb_11		ответ	game/syp.rpy	2083	"[what]"
Round1Cat3_9a232e45	gg	Биология	game/syp.rpy	2112	gg "[what]"
Round1Cat3_54a5e92a	team1	Биология	game/syp.rpy	2130	team1 "[what]"
Round1Cat3_7d102a53	team1	Вопрос за 100	game/syp.rpy	2133	team1 "[what]"
Round1Cat3_e8667ad6	team1	Вопрос за 200	game/syp.rpy	2137	team1 "[what]"
Round1Cat3_39b08480	team1	Вопрос за 300	game/syp.rpy	2141	team1 "[what]"
Round1Cat3_dfeaa346	team1	Вопрос за 400	game/syp.rpy	2145	team1 "[what]"
Round1Cat3_9f5eba14	team1	Вопрос за 500	game/syp.rpy	2149	team1 "[what]"
Round1Cat3_50939d3e		Этого вопроса нет	game/syp.rpy	2152	"[what]"
Round1Cat3_ec4b7a42	team2	Биология	game/syp.rpy	2156	team2 "[what]"
Round1Cat3_30989ade	team2	Вопрос за 100	game/syp.rpy	2159	team2 "[what]"
Round1Cat3_41efe3fd	team2	Вопрос за 200	game/syp.rpy	2163	team2 "[what]"
Round1Cat3_6ba4aac8	team2	Вопрос за 300	game/syp.rpy	2167	team2 "[what]"
Round1Cat3_a252cc3e	team2	Вопрос за 400	game/syp.rpy	2171	team2 "[what]"
Round1Cat3_4ddb19b7	team2	Вопрос за 500	game/syp.rpy	2175	team2 "[what]"
Round1Cat3_50939d3e_1		Этого вопроса нет	game/syp.rpy	2178	"[what]"
Round1Cat3_83f69b01	team3	Биология	game/syp.rpy	2182	team3 "[what]"
Round1Cat3_97d0018a	team3	Вопрос за 100	game/syp.rpy	2185	team3 "[what]"
Round1Cat3_5c7823aa	team3	Вопрос за 200	game/syp.rpy	2189	team3 "[what]"
Round1Cat3_126d9007	team3	Вопрос за 300	game/syp.rpy	2193	team3 "[what]"
Round1Cat3_ccdd5b84	team3	Вопрос за 400	game/syp.rpy	2197	team3 "[what]"
Round1Cat3_58e0b263	team3	Вопрос за 500	game/syp.rpy	2201	team3 "[what]"
Round1Cat3_50939d3e_2		Этого вопроса нет	game/syp.rpy	2204	"[what]"
R1Cat3Quest1_8f2feae2	leader	Вопрос за 100	game/syp.rpy	2215	leader "[what]"
R1Cat3Quest1_cadd50b2		Именно это животное черного цвета неблагоприятно для человека (суеверие) 	game/syp.rpy	2216	"[what]"
R1Cat3Quest1_15c8a56f		верно	game/syp.rpy	2220	"[what]"
R1Cat3Quest1_ece83569		неверно	game/syp.rpy	2228	"[what]"
R1Cat3Quest1_973177eb		ответ	game/syp.rpy	2229	"[what]"
R1Cat3Quest1_ece83569_1		неверно	game/syp.rpy	2237	"[what]"
R1Cat3Quest1_973177eb_1		ответ	game/syp.rpy	2238	"[what]"
R1Cat3Quest1_ece83569_2		неверно	game/syp.rpy	2246	"[what]"
R1Cat3Quest1_973177eb_2		ответ	game/syp.rpy	2247	"[what]"
R1Cat3Quest1_6c9d32d8		Кот/Кошка	game/syp.rpy	2257	"[what]"
R1Cat3Quest1_15c8a56f_1		верно	game/syp.rpy	2258	"[what]"
R1Cat3Quest1_1f610eac		Корова/Бык	game/syp.rpy	2265	"[what]"
R1Cat3Quest1_ece83569_3		неверно	game/syp.rpy	2266	"[what]"
R1Cat3Quest1_973177eb_3		ответ	game/syp.rpy	2267	"[what]"
R1Cat3Quest1_5c53123f		Лошадь	game/syp.rpy	2274	"[what]"
R1Cat3Quest1_ece83569_4		неверно	game/syp.rpy	2275	"[what]"
R1Cat3Quest1_973177eb_4		ответ	game/syp.rpy	2276	"[what]"
R1Cat3Quest1_6e43d542		Мишка	game/syp.rpy	2283	"[what]"
R1Cat3Quest1_ece83569_5		неверно	game/syp.rpy	2284	"[what]"
R1Cat3Quest1_973177eb_5		ответ	game/syp.rpy	2285	"[what]"
R1Cat3Quest1_6c9d32d8_1		Кот/Кошка	game/syp.rpy	2295	"[what]"
R1Cat3Quest1_15c8a56f_2		верно	game/syp.rpy	2296	"[what]"
R1Cat3Quest1_1f610eac_1		Корова/Бык	game/syp.rpy	2303	"[what]"
R1Cat3Quest1_ece83569_6		неверно	game/syp.rpy	2304	"[what]"
R1Cat3Quest1_973177eb_6		ответ	game/syp.rpy	2305	"[what]"
R1Cat3Quest1_5c53123f_1		Лошадь	game/syp.rpy	2312	"[what]"
R1Cat3Quest1_ece83569_7		неверно	game/syp.rpy	2313	"[what]"
R1Cat3Quest1_973177eb_7		ответ	game/syp.rpy	2314	"[what]"
R1Cat3Quest1_6e43d542_1		Мишка	game/syp.rpy	2321	"[what]"
R1Cat3Quest1_ece83569_8		неверно	game/syp.rpy	2322	"[what]"
R1Cat3Quest1_973177eb_8		ответ	game/syp.rpy	2323	"[what]"
R1Cat3Quest1_6c9d32d8_2		Кот/Кошка	game/syp.rpy	2333	"[what]"
R1Cat3Quest1_15c8a56f_3		верно	game/syp.rpy	2334	"[what]"
R1Cat3Quest1_1f610eac_2		Корова/Бык	game/syp.rpy	2341	"[what]"
R1Cat3Quest1_ece83569_9		неверно	game/syp.rpy	2342	"[what]"
R1Cat3Quest1_973177eb_9		ответ	game/syp.rpy	2343	"[what]"
R1Cat3Quest1_5c53123f_2		Лошадь	game/syp.rpy	2350	"[what]"
R1Cat3Quest1_ece83569_10		неверно	game/syp.rpy	2351	"[what]"
R1Cat3Quest1_973177eb_10		ответ	game/syp.rpy	2352	"[what]"
R1Cat3Quest1_6e43d542_2		Мишка	game/syp.rpy	2359	"[what]"
R1Cat3Quest1_ece83569_11		неверно	game/syp.rpy	2360	"[what]"
R1Cat3Quest1_973177eb_11		ответ	game/syp.rpy	2361	"[what]"
R1Cat3Quest2_b2042386	leader	Вопрос за 200	game/syp.rpy	2376	leader "[what]"
R1Cat3Quest2_df9e30ed		Какая птица нередко ассоциируется со знаниями? 	game/syp.rpy	2377	"[what]"
R1Cat3Quest2_15c8a56f		верно	game/syp.rpy	2381	"[what]"
R1Cat3Quest2_ece83569		неверно	game/syp.rpy	2389	"[what]"
R1Cat3Quest2_ae1ecca1		Сова	game/syp.rpy	2390	"[what]"
R1Cat3Quest2_ece83569_1		неверно	game/syp.rpy	2398	"[what]"
R1Cat3Quest2_ae1ecca1_1		Сова	game/syp.rpy	2399	"[what]"
R1Cat3Quest2_ece83569_2		неверно	game/syp.rpy	2407	"[what]"
R1Cat3Quest2_ae1ecca1_2		Сова	game/syp.rpy	2408	"[what]"
R1Cat3Quest2_ae1ecca1_3		Сова	game/syp.rpy	2418	"[what]"
R1Cat3Quest2_15c8a56f_1		верно	game/syp.rpy	2419	"[what]"
R1Cat3Quest2_5bea1ad9		Дятел	game/syp.rpy	2426	"[what]"
R1Cat3Quest2_ece83569_3		неверно	game/syp.rpy	2427	"[what]"
R1Cat3Quest2_ae1ecca1_4		Сова	game/syp.rpy	2428	"[what]"
R1Cat3Quest2_4d81953d		Воробей	game/syp.rpy	2435	"[what]"
R1Cat3Quest2_ece83569_4		неверно	game/syp.rpy	2436	"[what]"
R1Cat3Quest2_ae1ecca1_5		Сова	game/syp.rpy	2437	"[what]"
R1Cat3Quest2_f22dce35		Синица	game/syp.rpy	2444	"[what]"
R1Cat3Quest2_ece83569_5		неверно	game/syp.rpy	2445	"[what]"
R1Cat3Quest2_ae1ecca1_6		Сова	game/syp.rpy	2446	"[what]"
R1Cat3Quest2_ae1ecca1_7		Сова	game/syp.rpy	2456	"[what]"
R1Cat3Quest2_15c8a56f_2		верно	game/syp.rpy	2457	"[what]"
R1Cat3Quest2_5bea1ad9_1		Дятел	game/syp.rpy	2464	"[what]"
R1Cat3Quest2_ece83569_6		неверно	game/syp.rpy	2465	"[what]"
R1Cat3Quest2_ae1ecca1_8		Сова	game/syp.rpy	2466	"[what]"
R1Cat3Quest2_4d81953d_1		Воробей	game/syp.rpy	2473	"[what]"
R1Cat3Quest2_ece83569_7		неверно	game/syp.rpy	2474	"[what]"
R1Cat3Quest2_ae1ecca1_9		Сова	game/syp.rpy	2475	"[what]"
R1Cat3Quest2_f22dce35_1		Синица	game/syp.rpy	2482	"[what]"
R1Cat3Quest2_ece83569_8		неверно	game/syp.rpy	2483	"[what]"
R1Cat3Quest2_ae1ecca1_10		Сова	game/syp.rpy	2484	"[what]"
R1Cat3Quest2_ae1ecca1_11		Сова	game/syp.rpy	2494	"[what]"
R1Cat3Quest2_15c8a56f_3		верно	game/syp.rpy	2495	"[what]"
R1Cat3Quest2_5bea1ad9_2		Дятел	game/syp.rpy	2502	"[what]"
R1Cat3Quest2_ece83569_9		неверно	game/syp.rpy	2503	"[what]"
R1Cat3Quest2_ae1ecca1_12		Сова	game/syp.rpy	2504	"[what]"
R1Cat3Quest2_4d81953d_2		Воробей	game/syp.rpy	2511	"[what]"
R1Cat3Quest2_ece83569_10		неверно	game/syp.rpy	2512	"[what]"
R1Cat3Quest2_ae1ecca1_13		Сова	game/syp.rpy	2513	"[what]"
R1Cat3Quest2_f22dce35_2		Синица	game/syp.rpy	2520	"[what]"
R1Cat3Quest2_ece83569_11		неверно	game/syp.rpy	2521	"[what]"
R1Cat3Quest2_ae1ecca1_14		Сова	game/syp.rpy	2522	"[what]"
R1Cat3Quest3_fe9df662	leader	Вопрос за 300	game/syp.rpy	2537	leader "[what]"
R1Cat3Quest3_5c9214d3		Это правда, что никотиновая кислота является витамином?	game/syp.rpy	2538	"[what]"
R1Cat3Quest3_15c8a56f		верно	game/syp.rpy	2542	"[what]"
R1Cat3Quest3_ece83569		неверно	game/syp.rpy	2550	"[what]"
R1Cat3Quest3_e41faa79		Да	game/syp.rpy	2560	"[what]"
R1Cat3Quest3_15c8a56f_1		верно	game/syp.rpy	2561	"[what]"
R1Cat3Quest3_318453ec		Нет	game/syp.rpy	2568	"[what]"
R1Cat3Quest3_ece83569_1		неверно	game/syp.rpy	2569	"[what]"
R1Cat3Quest3_e41faa79_1		Да	game/syp.rpy	2579	"[what]"
R1Cat3Quest3_15c8a56f_2		верно	game/syp.rpy	2580	"[what]"
R1Cat3Quest3_318453ec_1		Нет	game/syp.rpy	2587	"[what]"
R1Cat3Quest3_ece83569_2		неверно	game/syp.rpy	2588	"[what]"
R1Cat3Quest3_e41faa79_2		Да	game/syp.rpy	2598	"[what]"
R1Cat3Quest3_15c8a56f_3		верно	game/syp.rpy	2599	"[what]"
R1Cat3Quest3_318453ec_2		Нет	game/syp.rpy	2606	"[what]"
R1Cat3Quest3_ece83569_3		неверно	game/syp.rpy	2607	"[what]"
R1Cat3Quest4_4227b78b	leader	Вопрос за 400	game/syp.rpy	2622	leader "[what]"
R1Cat3Quest4_ccd3bd50		Не рыба, а птица, но крылья в чешуе. 	game/syp.rpy	2623	"[what]"
R1Cat3Quest4_15c8a56f		верно	game/syp.rpy	2627	"[what]"
R1Cat3Quest4_ece83569		неверно	game/syp.rpy	2635	"[what]"
R1Cat3Quest4_0bff2c37		Пингвин	game/syp.rpy	2636	"[what]"
R1Cat3Quest4_ece83569_1		неверно	game/syp.rpy	2644	"[what]"
R1Cat3Quest4_0bff2c37_1		Пингвин	game/syp.rpy	2645	"[what]"
R1Cat3Quest4_ece83569_2		неверно	game/syp.rpy	2653	"[what]"
R1Cat3Quest4_0bff2c37_2		Пингвин	game/syp.rpy	2654	"[what]"
R1Cat3Quest4_0bff2c37_3		Пингвин	game/syp.rpy	2664	"[what]"
R1Cat3Quest4_15c8a56f_1		верно	game/syp.rpy	2665	"[what]"
R1Cat3Quest4_de693d2b		Рыба-Птица	game/syp.rpy	2672	"[what]"
R1Cat3Quest4_ece83569_3		неверно	game/syp.rpy	2673	"[what]"
R1Cat3Quest4_0bff2c37_4		Пингвин	game/syp.rpy	2674	"[what]"
R1Cat3Quest4_a9c22ccb		Кит	game/syp.rpy	2681	"[what]"
R1Cat3Quest4_ece83569_4		неверно	game/syp.rpy	2682	"[what]"
R1Cat3Quest4_0bff2c37_5		Пингвин	game/syp.rpy	2683	"[what]"
R1Cat3Quest4_fa1b21e2		Кашалот	game/syp.rpy	2690	"[what]"
R1Cat3Quest4_ece83569_5		неверно	game/syp.rpy	2691	"[what]"
R1Cat3Quest4_0bff2c37_6		Пингвин	game/syp.rpy	2692	"[what]"
R1Cat3Quest4_0bff2c37_7		Пингвин	game/syp.rpy	2702	"[what]"
R1Cat3Quest4_15c8a56f_2		верно	game/syp.rpy	2703	"[what]"
R1Cat3Quest4_de693d2b_1		Рыба-Птица	game/syp.rpy	2710	"[what]"
R1Cat3Quest4_ece83569_6		неверно	game/syp.rpy	2711	"[what]"
R1Cat3Quest4_0bff2c37_8		Пингвин	game/syp.rpy	2712	"[what]"
R1Cat3Quest4_a9c22ccb_1		Кит	game/syp.rpy	2719	"[what]"
R1Cat3Quest4_ece83569_7		неверно	game/syp.rpy	2720	"[what]"
R1Cat3Quest4_0bff2c37_9		Пингвин	game/syp.rpy	2721	"[what]"
R1Cat3Quest4_fa1b21e2_1		Кашалот	game/syp.rpy	2728	"[what]"
R1Cat3Quest4_ece83569_8		неверно	game/syp.rpy	2729	"[what]"
R1Cat3Quest4_0bff2c37_10		Пингвин	game/syp.rpy	2730	"[what]"
R1Cat3Quest4_0bff2c37_11		Пингвин	game/syp.rpy	2740	"[what]"
R1Cat3Quest4_15c8a56f_3		верно	game/syp.rpy	2741	"[what]"
R1Cat3Quest4_de693d2b_2		Рыба-Птица	game/syp.rpy	2748	"[what]"
R1Cat3Quest4_ece83569_9		неверно	game/syp.rpy	2749	"[what]"
R1Cat3Quest4_0bff2c37_12		Пингвин	game/syp.rpy	2750	"[what]"
R1Cat3Quest4_a9c22ccb_2		Кит	game/syp.rpy	2757	"[what]"
R1Cat3Quest4_ece83569_10		неверно	game/syp.rpy	2758	"[what]"
R1Cat3Quest4_0bff2c37_13		Пингвин	game/syp.rpy	2759	"[what]"
R1Cat3Quest4_fa1b21e2_2		Кашалот	game/syp.rpy	2766	"[what]"
R1Cat3Quest4_ece83569_11		неверно	game/syp.rpy	2767	"[what]"
R1Cat3Quest4_0bff2c37_14		Пингвин	game/syp.rpy	2768	"[what]"
R1Cat3Quest5_f8b612b3	leader	Вопрос за 500	game/syp.rpy	2783	leader "[what]"
R1Cat3Quest5_76142bb1		Предок птиц 	game/syp.rpy	2784	"[what]"
R1Cat3Quest5_15c8a56f		верно	game/syp.rpy	2788	"[what]"
R1Cat3Quest5_ece83569		неверно	game/syp.rpy	2796	"[what]"
R1Cat3Quest5_b96d5662		Динозавры	game/syp.rpy	2797	"[what]"
R1Cat3Quest5_ece83569_1		неверно	game/syp.rpy	2805	"[what]"
R1Cat3Quest5_b96d5662_1		Динозавры	game/syp.rpy	2806	"[what]"
R1Cat3Quest5_ece83569_2		неверно	game/syp.rpy	2814	"[what]"
R1Cat3Quest5_b96d5662_2		Динозавры	game/syp.rpy	2815	"[what]"
R1Cat3Quest5_b96d5662_3		Динозавры	game/syp.rpy	2825	"[what]"
R1Cat3Quest5_15c8a56f_1		верно	game/syp.rpy	2826	"[what]"
R1Cat3Quest5_641cac8e		Олежа	game/syp.rpy	2833	"[what]"
R1Cat3Quest5_ece83569_3		неверно	game/syp.rpy	2834	"[what]"
R1Cat3Quest5_b96d5662_4		Динозавры	game/syp.rpy	2835	"[what]"
R1Cat3Quest5_7a8310a3		Рептилия	game/syp.rpy	2842	"[what]"
R1Cat3Quest5_ece83569_4		неверно	game/syp.rpy	2843	"[what]"
R1Cat3Quest5_b96d5662_5		Динозавры	game/syp.rpy	2844	"[what]"
R1Cat3Quest5_5ebff05a		Рыба	game/syp.rpy	2851	"[what]"
R1Cat3Quest5_ece83569_5		неверно	game/syp.rpy	2852	"[what]"
R1Cat3Quest5_b96d5662_6		Динозавры	game/syp.rpy	2853	"[what]"
R1Cat3Quest5_b96d5662_7		Динозавры	game/syp.rpy	2863	"[what]"
R1Cat3Quest5_15c8a56f_2		верно	game/syp.rpy	2864	"[what]"
R1Cat3Quest5_641cac8e_1		Олежа	game/syp.rpy	2871	"[what]"
R1Cat3Quest5_ece83569_6		неверно	game/syp.rpy	2872	"[what]"
R1Cat3Quest5_b96d5662_8		Динозавры	game/syp.rpy	2873	"[what]"
R1Cat3Quest5_7a8310a3_1		Рептилия	game/syp.rpy	2880	"[what]"
R1Cat3Quest5_ece83569_7		неверно	game/syp.rpy	2881	"[what]"
R1Cat3Quest5_b96d5662_9		Динозавры	game/syp.rpy	2882	"[what]"
R1Cat3Quest5_5ebff05a_1		Рыба	game/syp.rpy	2889	"[what]"
R1Cat3Quest5_ece83569_8		неверно	game/syp.rpy	2890	"[what]"
R1Cat3Quest5_b96d5662_10		Динозавры	game/syp.rpy	2891	"[what]"
R1Cat3Quest5_b96d5662_11		Динозавры	game/syp.rpy	2901	"[what]"
R1Cat3Quest5_15c8a56f_3		верно	game/syp.rpy	2902	"[what]"
R1Cat3Quest5_641cac8e_2		Олежа	game/syp.rpy	2909	"[what]"
R1Cat3Quest5_ece83569_9		неверно	game/syp.rpy	2910	"[what]"
R1Cat3Quest5_b96d5662_12		Динозавры	game/syp.rpy	2911	"[what]"
R1Cat3Quest5_7a8310a3_2		Рептилия	game/syp.rpy	2918	"[what]"
R1Cat3Quest5_ece83569_10		неверно	game/syp.rpy	2919	"[what]"
R1Cat3Quest5_b96d5662_13		Динозавры	game/syp.rpy	2920	"[what]"
R1Cat3Quest5_5ebff05a_2		Рыба	game/syp.rpy	2927	"[what]"
R1Cat3Quest5_ece83569_11		неверно	game/syp.rpy	2928	"[what]"
R1Cat3Quest5_b96d5662_14		Динозавры	game/syp.rpy	2929	"[what]"
Round1Cat4_fe23dd1a	gg	Мультфильмы	game/syp.rpy	2958	gg "[what]"
Round1Cat4_54d693bf	team1	Мультфильмы	game/syp.rpy	2976	team1 "[what]"
Round1Cat4_7d102a53	team1	Вопрос за 100	game/syp.rpy	2979	team1 "[what]"
Round1Cat4_e8667ad6	team1	Вопрос за 200	game/syp.rpy	2983	team1 "[what]"
Round1Cat4_39b08480	team1	Вопрос за 300	game/syp.rpy	2987	team1 "[what]"
Round1Cat4_dfeaa346	team1	Вопрос за 400	game/syp.rpy	2991	team1 "[what]"
Round1Cat4_9f5eba14	team1	Вопрос за 500	game/syp.rpy	2995	team1 "[what]"
Round1Cat4_50939d3e		Этого вопроса нет	game/syp.rpy	2998	"[what]"
Round1Cat4_8a9cbb96	team2	Мультфильмы	game/syp.rpy	3002	team2 "[what]"
Round1Cat4_30989ade	team2	Вопрос за 100	game/syp.rpy	3005	team2 "[what]"
Round1Cat4_41efe3fd	team2	Вопрос за 200	game/syp.rpy	3009	team2 "[what]"
Round1Cat4_6ba4aac8	team2	Вопрос за 300	game/syp.rpy	3013	team2 "[what]"
Round1Cat4_a252cc3e	team2	Вопрос за 400	game/syp.rpy	3017	team2 "[what]"
Round1Cat4_4ddb19b7	team2	Вопрос за 500	game/syp.rpy	3021	team2 "[what]"
Round1Cat4_50939d3e_1		Этого вопроса нет	game/syp.rpy	3024	"[what]"
Round1Cat4_cfe1eb6c	team3	Мультфильмы	game/syp.rpy	3028	team3 "[what]"
Round1Cat4_97d0018a	team3	Вопрос за 100	game/syp.rpy	3031	team3 "[what]"
Round1Cat4_5c7823aa	team3	Вопрос за 200	game/syp.rpy	3035	team3 "[what]"
Round1Cat4_126d9007	team3	Вопрос за 300	game/syp.rpy	3039	team3 "[what]"
Round1Cat4_ccdd5b84	team3	Вопрос за 400	game/syp.rpy	3043	team3 "[what]"
Round1Cat4_58e0b263	team3	Вопрос за 500	game/syp.rpy	3047	team3 "[what]"
Round1Cat4_50939d3e_2		Этого вопроса нет	game/syp.rpy	3050	"[what]"
R1Cat4Quest1_8f2feae2	leader	Вопрос за 100	game/syp.rpy	3061	leader "[what]"
R1Cat4Quest1_827127dc		Именно к этим грызунам относятся Чип и Дейл	game/syp.rpy	3062	"[what]"
R1Cat4Quest1_15c8a56f		верно	game/syp.rpy	3066	"[what]"
R1Cat4Quest1_ece83569		неверно	game/syp.rpy	3074	"[what]"
R1Cat4Quest1_30f3048d		Бурундук	game/syp.rpy	3075	"[what]"
R1Cat4Quest1_ece83569_1		неверно	game/syp.rpy	3083	"[what]"
R1Cat4Quest1_30f3048d_1		Бурундук	game/syp.rpy	3084	"[what]"
R1Cat4Quest1_ece83569_2		неверно	game/syp.rpy	3092	"[what]"
R1Cat4Quest1_30f3048d_2		Бурундук	game/syp.rpy	3093	"[what]"
R1Cat4Quest1_30f3048d_3		Бурундук	game/syp.rpy	3103	"[what]"
R1Cat4Quest1_15c8a56f_1		верно	game/syp.rpy	3104	"[what]"
R1Cat4Quest1_79f53c63		Хомяк	game/syp.rpy	3111	"[what]"
R1Cat4Quest1_ece83569_3		неверно	game/syp.rpy	3112	"[what]"
